,Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website
3755,True,,Psykologens dagbog,1999,NaN,NaN,66 min,Drama,Jessica Nilsson,Jessica Nilsson,NaN,"Lars is a psychologist, obsessed with masturbation and tired of living. He decides to commit suicide, but then he meets a woman who has three personalities.",Danish,Denmark,NaN,NaN,[],NaN,NaN,NaN,tt0497815,movie,NaN,NaN,NaN,NaN
3756,True,,Histórias do Flamengo,1999,NaN,NaN,80 min,Documentary,Alexandre Niemeyer,NaN,"Correia de Araújo, Marco Aurélio, Adílio César, Paulo Henrique",NaN,Portuguese,Brazil,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",NaN,7.8,8,tt0498060,movie,NaN,NaN,NaN,NaN
3757,True,,Straight to the Top,1999,NaN,12 Apr 1999,55 min,Documentary,Jim McGorman,Jim McGorman,Chipps Cooney,A behind the scenes look at the life and stand up comedy career of Chipps Cooney.,English,United States,NaN,NaN,[],NaN,NaN,NaN,tt0498935,movie,NaN,NaN,NaN,NaN
3758,True,,Cient' anne,1999,NaN,NaN,110 min,Musical,Ninì Grassia,Ninì Grassia,"Gigi D'Alessio, Cristina Parovel, Mario Merola, Giorgio Mastrota",NaN,Italian,Italy,NaN,https://m.media-amazon.com/images/M/MV5BNzdmZmI1ZjgtZmUwMi00NjdhLTlkYmMtNDViY2VkYWVkOTM1XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",NaN,4.2,36,tt0499192,movie,NaN,NaN,NaN,NaN
3759,True,,Dreammaker,1999,NaN,23 Oct 1999,110 min,"Biography, Drama, Romance",Hiroshi Sugawara,"Isshin Inudô, Toshi Kobayashi, Hiroshi Sugawara","Takako Uehara, Yoshihiko Hakamada, Kenji Harada",NaN,Japanese,Japan,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}]",NaN,3.2,5,tt0768111,movie,NaN,NaN,NaN,NaN
3760,True,,Saraba gokudo dead beat,1999,NaN,07 Aug 1999,81 min,Crime,Hiroshi Ando,"Hiroshi Ando, Hidehiro Ito, Ataru Oikawa","Show Aikawa, Eiichi Furui, Yasuyuki Hamaya, Kirina Mano",NaN,Japanese,Japan,NaN,NaN,[],NaN,NaN,NaN,tt0768140,movie,NaN,NaN,NaN,NaN
3761,True,,The Final Night of the Royal Hong Kong Police,1999,NaN,NaN,98 min,Drama,Shing Hon Lau,"Steve Cheung, Shing Hon Lau","John Chan, Cheri Ho, May Law, Lung Gei Lee","The film consists of two police stories, and both happened within the few days in 1997 when Hong Kong was about to be handed over to Communist China by Britain.Part 1 ( One Body Two Flags )...",Cantonese,Hong Kong,1 nomination.,NaN,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",NaN,7.2,6,tt0769764,movie,NaN,NaN,NaN,NaN
3762,True,,Arma Letal 5,1999,NaN,NaN,87 min,"Action, Comedy, Crime",Guillermo Jaime Alarid,"Gregorio Chavez, Guillermo Jaime Alarid","Luis de Alba, Maribel Fernández, Roberto 'Puck' Miranda",NaN,Spanish,Mexico,NaN,https://m.media-amazon.com/images/M/MV5BN2M5N2IyODctODQwZi00NjVkLWE1YWUtMjcwM2I0MzM3YjIyXkEyXkFqcGdeQXVyMzQyMTgyMzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",NaN,4.2,9,tt0772710,movie,NaN,NaN,NaN,NaN
3763,True,,Guia Toó,1999,NaN,01 Oct 1999,53 min,Documentary,Crisanto Manzano,Crisanto Manzano,NaN,NaN,Spanish,Mexico,NaN,NaN,[],NaN,NaN,NaN,tt0772848,movie,NaN,NaN,NaN,NaN
3764,True,,Los verduleros atacan de nuevo,1999,NaN,NaN,90 min,Comedy,Víctor Manuel Castro,NaN,"Alfonso Zayas, Jacaranda Alfaro, César Bono",NaN,Spanish,Mexico,NaN,https://m.media-amazon.com/images/M/MV5BMmRmMTA3MjQtOTkyZS00ZWEyLTgwMzctYWExZWI3ODYwYjAyXkEyXkFqcGdeQXVyMTExNzQzMDE0._V1_SX300.jpg,[],NaN,NaN,NaN,tt0773171,movie,NaN,NaN,NaN,NaN
3765,True,,Aire frío,1999,NaN,NaN,90 min,Drama,"Mirta González Perera, Ricardo Miguel",Enrique Pineda Barnet,"Carlos Acosta-Milian, Rubén Breñas, Fernando Hechevarria, Verónica Lynn",NaN,Spanish,Cuba,NaN,https://m.media-amazon.com/images/M/MV5BNTg1ODhkZmEtNjM2NC00ZWQ1LWJlYTQtNTFmZTFkNjE4YzEzXkEyXkFqcGdeQXVyMTkwNjMwNTc@._V1_SX300.jpg,[],NaN,NaN,NaN,tt0774483,movie,NaN,NaN,NaN,NaN
3766,True,,Amor con amor se paga,1999,NaN,01 Dec 1999,57 min,NaN,Tomas Piard,Tomas Piard,"Jorge Alí, Ernesto Faxas, Larisa Vega Alamar",NaN,Spanish,Cuba,NaN,NaN,[],NaN,NaN,NaN,tt0774491,movie,NaN,NaN,NaN,NaN
3767,True,,Del Habano: historias y misterios,1999,NaN,01 Dec 1999,45 min,Documentary,"Teresa Gómez, Teresita Gómez","Teresa Gómez, Teresita Gómez",NaN,NaN,Spanish,Cuba,NaN,NaN,[],NaN,NaN,NaN,tt0774549,movie,NaN,NaN,NaN,NaN
3768,True,,Bill Gritón vs Mónica del Whisky,1999,NaN,NaN,90 min,Comedy,Alberto Rojas,NaN,"Jacaranda Alfaro, Roberta d'Nero, José Magaña",NaN,Spanish,Mexico,NaN,NaN,[],NaN,NaN,NaN,tt0777776,movie,NaN,NaN,NaN,NaN
3769,True,,Silent Scream,1999,NaN,NaN,90 min,"Crime, Drama, Horror",James Chean,William T. Blake,"Dana Plato, Joe Estevez, Penny Ray","Emma Jones, is an up and coming actress in Hollywood, who catches the eye of celebrated film producer, Roger Hardiman. He is making a movie about his Silent Screen Legend mother, Helena Hardiman. Emma is a dead ringer for Helena. Hel",English,United States,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",NaN,4.7,17,tt0778842,movie,NaN,NaN,NaN,NaN
3770,True,,Kamphaeng,1999,NaN,05 Mar 1999,NaN,NaN,NaN,NaN,"Pairoj Jaisingha, Kejmanee Pichaironnarongsongkhram, Attaporn Teemakorn, Pisamai Wilaisak","Two lovers are kept apart by their class differences. The man's affluent family and friends strongly objects to his lover's poor background. Despite the odds, the two do not give up and ...",Thai,Thailand,2 wins.,NaN,[],NaN,NaN,NaN,tt0780054,movie,NaN,NaN,NaN,NaN
3771,True,,Khon jorn,1999,NaN,17 Dec 1999,90 min,Drama,Attaporn Thihirun,NaN,"Ray MacDonald, Chatchai Plengpanich, Suchao Pongwilai, Ramavadi Sirisukha",NaN,Thai,Thailand,NaN,https://m.media-amazon.com/images/M/MV5BZDRmNjk0MjMtMWNmYi00YTk5LWI2MDEtMjkwMTNmMTZkYmY4XkEyXkFqcGdeQXVyMzgxODI0MTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",NaN,7.3,7,tt0780057,movie,NaN,NaN,NaN,NaN
3772,True,,Los maistros albañiles,1999,NaN,NaN,90 min,Comedy,Víctor Manuel Castro,Víctor Manuel Castro,"Alfonso Zayas, Maribel Fernández, Alfonso Iglesias III, Víctor Manuel Castro",NaN,Spanish,Mexico,NaN,https://m.media-amazon.com/images/M/MV5BMGMxYzNjZTAtY2M2Yy00NzhjLTliYTEtN2IzZjA4MWM4ODcxXkEyXkFqcGdeQXVyMjQ4NDAyMDI@._V1_SX300.jpg,[],NaN,NaN,NaN,tt0780073,movie,NaN,NaN,NaN,NaN
3773,True,,Nasl-e sookhte,1999,NaN,NaN,NaN,Drama,Rasool Mollagholi Poor,Rasool Mollagholi Poor,"Niki Karimi, Saeed Poursamimi, Atila Pesiani",NaN,Persian,Iran,NaN,https://m.media-amazon.com/images/M/MV5BZjFkOWI5MTgtODA1MC00ZjYzLWI1ZDAtYWJmMzkxY2QwNmJjXkEyXkFqcGdeQXVyMzA5NTM0ODA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",NaN,6.7,122,tt0780100,movie,NaN,NaN,NaN,NaN
3774,True,,A bolond gránátalmafa,1999,NaN,NaN,91 min,Sport,Péter Mészáros,"Erlom Akhvlediani (novel), Erlom Akhvlediani (screenplay), Péter Mészáros","Magda Anikashvili, Tamari Asatiani, Slava Gasparov, Vakhtang Komakhidze",NaN,"Georgian, Hungarian","Georgia, Germany, Hungary",NaN,NaN,[],NaN,NaN,NaN,tt0780487,movie,NaN,NaN,NaN,NaN
3775,True,,Process B-7815,1999,NaN,NaN,NaN,Documentary,"Hendrik John, Bernard Offen","Hendrik John, Bernard Offen",Bernard Offen,NaN,English,"Germany, USA",NaN,NaN,[],NaN,NaN,NaN,tt0783571,movie,NaN,NaN,NaN,NaN
3776,True,,Ghermez,1999,NaN,04 Aug 1999,89 min,"Crime, Drama, Thriller",Fereydoun Jeyrani,Fereydoun Jeyrani,"Hediyeh Tehrani, Mohammad Reza Forutan, Kamand Amirsoleimani","Hasti, a widowed nurse who has a daughter, marries a paranoid wealthy man.",Persian,Iran,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BNDdhNGQ4N2ItMzBhYi00NjNkLTk5ZWEtZDYzNzE5ZjQ0NWZkXkEyXkFqcGdeQXVyMzU1OTM4NDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",NaN,6.4,"1,271",tt0785000,movie,NaN,NaN,NaN,NaN
3777,True,,Shuo hao bu fen shou,1999,NaN,14 Feb 2000,95 min,Drama,"Ming Fei, Jing Sheng Fu","Ming Fei, Hailin Wang, Gang Yan","Qing Xu, Cunxin Pu, Feng Guo","TV soccer commentator Teng receives a court summons because his wife Lin asked for a divorce. Lin felt being neglected while Teng was always busy at work, and she had a one-night stand with the chorus conductor. Now Lin felt guilty a",Mandarin,China,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BZWVmNGJmOGEtNzViNi00MjFiLTkzZDYtOTE5MzEyY2I5NjkyXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",NaN,5.0,10,tt0788212,movie,NaN,NaN,NaN,NaN
3778,True,,"HPG, son vit, son oeuvre",1999,NaN,NaN,52 min,Documentary,Hervé Pierre-Gustave,Hervé Pierre-Gustave,Hervé Pierre-Gustave,"For two years, HPG has daily pointed his camera on his work, his friends, his lovers. Exposed, sometimes with unusual tenderness, his thoughts, his emotions, his body, his sex. He thus ...",French,France,NaN,NaN,[],NaN,NaN,NaN,tt0792969,movie,NaN,NaN,NaN,NaN
3779,True,,Once Upon a Time,1999,NaN,NaN,94 min,NaN,Iraj Tahmasb,"Hamid Jebeli, Iraj Tahmasb","Khosrow Ahmadi, Sepehr Azadi, Rozita Ghaffari, Hooshang Ghovanloo",NaN,Persian,Iran,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",NaN,6.2,36,tt0793607,movie,NaN,NaN,NaN,NaN
3780,True,,Shiro the White,1999,NaN,18 Dec 1999,118 min,Documentary,Katsuyuki Hirano,Katsuyuki Hirano,"Honey Hirano, Katsuyuki Hirano",NaN,Japanese,Japan,1 win.,NaN,[],NaN,NaN,NaN,tt0794343,movie,NaN,NaN,NaN,NaN
3781,True,,Aaag Hi Aag,1999,NaN,NaN,NaN,Action,T.L.V. Prasad,"Shiraz Ahmed (screenplay), Bashir Babar (dialogue)","Mithun Chakraborty, Jackie Shroff, Sneha, Payal Malhotra",NaN,Hindi,India,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",NaN,5.5,21,tt0796808,movie,NaN,NaN,NaN,NaN
3782,True,,La casa de Bernarda Alba,1999,NaN,01 Nov 1999,76 min,NaN,Belkis Vega,Julio Cid,"Paula Ali, Ketty de la Iglesia, Luisa María Jiménez, Corina Mestre",NaN,Spanish,Cuba,NaN,NaN,[],NaN,NaN,NaN,tt0796929,movie,NaN,NaN,NaN,NaN
3783,True,,La casa vieja,1999,NaN,01 Nov 1999,70 min,NaN,María de los Angeles Núñez,María de los Angeles Núñez,"Regia Mercedes Báez, Leoncio de La Torre, Gilberto Lubiaurt",NaN,Spanish,Cuba,NaN,NaN,[],NaN,NaN,NaN,tt0796930,movie,NaN,NaN,NaN,NaN
3784,True,,Ítaca,1999,NaN,01 Nov 1999,90 min,NaN,Tomas Piard,"Tomas Piard, Armando Pintado","Ulyk Anello, Ernesto Faxas, Claudia Rigo, Herminia Sánchez",NaN,Spanish,Cuba,NaN,NaN,[],NaN,NaN,NaN,tt0797096,movie,NaN,NaN,NaN,NaN
3785,True,,Vom deutschen Rand,1999,NaN,02 Nov 1999,135 min,Documentary,Volker Köster,Volker Köster,NaN,NaN,NaN,Germany,NaN,NaN,[],NaN,NaN,NaN,tt0803099,movie,NaN,NaN,NaN,NaN
3786,True,,Nein! Zeugen des Widerstandes in München 1933-1945,1999,NaN,NaN,54 min,Documentary,Katrin Seybold,Katrin Seybold,Isolde Barth,NaN,NaN,NaN,NaN,NaN,[],NaN,NaN,NaN,tt0804270,movie,NaN,NaN,NaN,NaN
3787,True,,Three Days to Live,1999,NaN,01 Oct 1999,90 min,Drama,Rob Diamond,Rob Diamond,"Michael Birkeland, Ashley Clark, Byron Diamon, Rourke Diamond","With crooked cops in hot pursuit and the woman of his dreams by his side, a modern day Robin Hood discovers true love and the meaning of life with only three days to live.",English,USA,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",NaN,7.4,12,tt0805337,movie,NaN,NaN,NaN,NaN
3788,True,,Serious Business,1999,NaN,15 Aug 1999,106 min,Comedy,Hurt McDermott,Steven Kurtz,"Meredith Zinner, Brian McCaskill, Ed Cunningham, Joe Nunez","Comedy is serious business. At least that's what pals Brian and Jared discover when they decide to go pro and take their college comedy troupe on the road. On the way, they discover they ...",English,USA,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",NaN,6.7,6,tt0807765,movie,NaN,NaN,NaN,NaN
3789,True,,Gomer and Ed's Amazing Adventure,1999,NaN,25 Feb 1999,60 min,"Action, Comedy, Sci-Fi",Ryan E. Heppe,Ryan E. Heppe,"Lucas Heppe, Ryan E. Heppe, Andrew Hicks, Lance Schikadanz","Gomer and Ed, two friendly idiots who live on a small farm in rural Illinois, go on an amazing adventure in search of a bag of Tostitos.",English,USA,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",NaN,6.5,24,tt0810398,movie,NaN,NaN,NaN,NaN
3790,True,,Max Marvel Show,1999,NaN,NaN,135 min,Comedy,Martin Kotík,"Martin Kotík (story), Max Marvel (story)",Max Marvel,NaN,Czech,Czech Republic,NaN,NaN,[],NaN,NaN,NaN,tt0810669,movie,NaN,NaN,NaN,NaN
3791,True,,Loose Change,1999,NaN,03 Apr 2006,89 min,Comedy,"Scott Bergwerff, Clement Lush","Scott Bergwerff, Christiaan Lush, Clement Lush","Craig Norton, Brent Wragg, Matthew Norton, Kate Hewlett","The salesman, the criminal and the mama's boy; for Dean, Jake and Tommy times are tough, jobs are scarce and the money is tight. Three friends living in an ordinary town with ordinary lives...",English,Canada,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",NaN,6.5,23,tt0816566,movie,NaN,NaN,NaN,NaN
3792,True,,Caffeine,1999,NaN,NaN,55 min,"Comedy, Mystery",Paul Dowie,"Paul Dowie (screenplay), Gregory Pakis (screenplay)","Mike McLeish, Hollie Kennedy, Lawrence Mooney, Francesca Sciacca",Caffeine addict Mitchell hasn't slept for three days. On a late night search for coffee he reluctantly takes over security duties at a 24-hour supermarket.,English,Australia,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",NaN,6.7,9,tt0818746,movie,NaN,NaN,NaN,NaN
3793,True,,Death Leap,1999,NaN,04 Nov 1999,52 min,Documentary,Edward Porembny,Edward Porembny,Jay Simon,"San Francisco is one of the great landmarks of the world, known not only for its beauty and stunning location, but also as the world's popular place to commit suicide on the Golden Gate Bridge.",English,UK,NaN,https://m.media-amazon.com/images/M/MV5BNzQxMjljN2QtZTBkNy00MTZkLWExNDMtZjdlN2U5MjVmNWVmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyODMyNzk0Ng@@._V1_SX300.jpg,[],NaN,NaN,NaN,tt0821449,movie,NaN,NaN,NaN,NaN
3794,True,,Laneye oghab-ha,1999,NaN,NaN,NaN,"Action, War",Reza Safai,Koopal Meshkat,"Arash Taj, Akbar Esfahani, Ali Torabi",NaN,Persian,Iran,NaN,https://m.media-amazon.com/images/M/MV5BNWQyNjRhMDMtNTNhNy00MDFmLWE2YjUtNTJhN2FhYzJhNWFhXkEyXkFqcGdeQXVyNTM0MDc1ODE@._V1_SX300.jpg,[],NaN,NaN,NaN,tt0821794,movie,NaN,NaN,NaN,NaN
3795,True,,Heeva,1998,NaN,NaN,NaN,War,Rasool Mollagholi Poor,Rasool Mollagholi Poor,"Jamshid Hashempur, Golchehre Sajadieh, Atila Pesiani, Farhad Ghaemian",NaN,Persian,Iran,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",NaN,6.2,73,tt0826076,movie,NaN,NaN,NaN,NaN
3796,True,,Happy Birthday,1999,NaN,01 Jul 1999,NaN,Animation,Satoshi Dezaki,NaN,"Nobuko Sakuma, Reiko Tajima",NaN,Japanese,Japan,NaN,https://m.media-amazon.com/images/M/MV5BZTY5ZTBmNGQtMDc3MS00YzNiLTg1Y2YtNTNlZWMyNTczZjlkXkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",NaN,7.7,6,tt0829187,movie,NaN,NaN,NaN,NaN
3797,True,,Nobody Knows My Name,1999,NaN,NaN,58 min,Documentary,Rachel Raimist,Rachel Raimist,"Leschea, Medusa, Asia One",A film about women who love and make hip-hop music. These artists strive through the erasures and obstructions of a heavily male-dominated industry.,English,United States,NaN,https://m.media-amazon.com/images/M/MV5BZjMxNWUxMDQtMzcwYS00YTNiLTk2MDAtN2IwYjI4YjA0OTcyXkEyXkFqcGdeQXVyMTAyMDE4MzMw._V1_SX300.jpg,[],NaN,NaN,NaN,tt0829252,movie,NaN,NaN,NaN,NaN
3798,True,,Rock Otocec 1998,1999,NaN,15 Feb 1999,52 min,Documentary,"Jurij Moskon, Branko Djuric, Franci Kek",NaN,"Dragan Bulic, Barbara Lemes","Documentary from biggest rock festival in Slovenia. Performers: Big Foot Mama, Indust Bag, Dicky B Hardy, Warpigs, Veliki Bijeli Slon, Borut Veselko, Drustvo Mrtvih pesnikov, Adi Smolar, Dan D, Schal Sick Brass Band, Temni Angeli Uso",Slovenian,Slovenia,NaN,https://m.media-amazon.com/images/M/MV5BMzhmMmM5YmQtNmJjOS00OTAzLWIyODgtNzdkMTE3MjAzMGNkXkEyXkFqcGdeQXVyOTkwMzcwOA@@._V1_SX300.jpg,[],NaN,NaN,NaN,tt0831333,movie,NaN,NaN,NaN,NaN
3799,True,,Guoge,1999,NaN,07 Oct 1999,100 min,"Drama, War",Ziniu Wu,"Zhengming Fan, Shuyang Su, Zhiping Zhang","Kun Chen, Heng Fu, Zhengjun He",NaN,Mandarin,China,4 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BYTNmMDY3ZTktNWQ2NS00ZjEwLTgzYmMtMzVlZTA4ZDRiMTBhXkEyXkFqcGdeQXVyODIxMTU2NTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",NaN,6.1,23,tt0833461,movie,NaN,NaN,NaN,NaN
3800,True,,The House,1999,NaN,NaN,NaN,Drama,Xiaoshuai Wang,Xiaolu Guo,"Lili Fu, Chang Shen, Zi Tao, Yong You","A man and his wife live a comfortable life in a nice countryside house, but everything changes after his ex-girlfriend visits.",Mandarin,China,2 nominations.,https://m.media-amazon.com/images/M/MV5BNWZjMTA5M2ItZGRhOC00OGEzLWE5YzktZWFiYmEyYzE0ZTY2XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",NaN,5.7,41,tt0833500,movie,NaN,NaN,NaN,NaN
3801,True,,Ye cha,1999,NaN,09 Dec 1999,94 min,"Crime, Drama",Herman Yau,"Kee-To Lam, Yin Nam","Louis Koo, Blackie Shou-Liang Ko, Jordan Chan","Two cops, one young and tough, the other nearing retirement, are after a ruthless vigilante who kidnaps and tortures acquitted criminals.",Cantonese,Hong Kong,NaN,https://m.media-amazon.com/images/M/MV5BZmJmMzVkNjEtMzY1ZS00ZTkyLWJjOWQtMThkODc1ZDVhM2QxXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",NaN,5.3,58,tt0833562,movie,NaN,NaN,NaN,NaN
3802,True,,Isla de lobos,1999,NaN,NaN,55 min,Documentary,Carlos Llandres,Julio Martínez Mesanza,Totó Machado,NaN,Spanish,"Uruguay, Spain",NaN,NaN,[],NaN,NaN,NaN,tt0836663,movie,NaN,NaN,NaN,NaN
3803,True,,L'amour chez Tati,1999,NaN,NaN,48 min,Documentary,Susan Gluth,Susan Gluth,NaN,NaN,French,Germany,NaN,NaN,[],NaN,NaN,NaN,tt0842478,movie,NaN,NaN,NaN,NaN
3804,True,,Nine Days Wonder,1999,NaN,04 Nov 1999,90 min,Comedy,Chad Kapper,Scott Rethi,"David Collihan, J.E. Smith",A romantic comedy about a girl that everyone is looking for and a guy that nobody sees.,English,United States,NaN,NaN,[],NaN,NaN,NaN,tt0846051,movie,NaN,NaN,NaN,NaN
3805,True,,"Water, Mud and Factories",1999,NaN,01 Apr 1999,100 min,Drama,"Joe Cardona, Mario de Varona",Joe Cardona,"Luis Carcia, Marcos Casanova, Karen Diaz, Emiliano Díez","A heart-warming story of a Cuban American family in Hialeah, Florida preparing for the momentous quinceanera (sweet 15) of their eldest daughter.",English,USA,NaN,NaN,[],NaN,NaN,NaN,tt0848611,movie,NaN,NaN,NaN,NaN
3806,True,,On the Road Home: A Spiritual Journey Guided by Remarkable Women,2000,NaN,NaN,75 min,Documentary,NaN,NaN,NaN,NaN,English,USA,NaN,NaN,[],NaN,NaN,NaN,tt0852988,movie,NaN,NaN,NaN,NaN
3807,True,,Thend,1999,NaN,01 May 1999,90 min,Drama,Zoltan Barabas,Zoltan Barabas,NaN,NaN,English,Hungary,NaN,NaN,[],NaN,NaN,NaN,tt0871447,movie,NaN,NaN,NaN,NaN
3808,True,,Meatball Machine,1999,NaN,05 Jun 2007,70 min,"Action, Horror, Mystery",Jun'ichi Yamamoto,Jun'ichi Yamamoto,"Toshihisa Watanabe, Akiko Sasaki, Rino Sôma","Grease monkey Yoji works in a small shop. The best part of his day is watching the cute Sachiko walk by during his breaks. He never feels he is good enough to chat her up however. He comes across an alien parasite and, not knowing be",Japanese,Japan,NaN,https://m.media-amazon.com/images/M/MV5BZDA4ZWE2MTItOTU3Ni00MTE5LThkMDMtMDMwZDUyYTI1NGQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTMxMzY3NDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",NaN,5.8,104,tt0878820,movie,NaN,NaN,NaN,NaN
3809,True,,San ga fat,1999,NaN,10 Sep 1999,99 min,Crime,Wai-Man Cheng,Yin Nam,"Louis Koo, Kristy Yeung, Alex Fong",NaN,Cantonese,Hong Kong,NaN,https://m.media-amazon.com/images/M/MV5BMGI0MmRkMWItZjFjMi00NmZhLWJhMjYtOTk1NWFiNTY5NTFlXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",NaN,6.4,93,tt0885523,movie,NaN,NaN,NaN,NaN
3810,True,,An Angel in the Village,1999,NaN,01 May 1999,57 min,Documentary,Glenn Holsten,NaN,"Elimo Njau, Lily Yeh",NaN,English,USA,NaN,NaN,[],NaN,NaN,NaN,tt0893304,movie,NaN,NaN,NaN,NaN
3811,True,,"Yuan, miao bu ke yan",1999,NaN,13 May 1999,90 min,"Drama, Romance",Kin-Nam Cho,Kin-Nam Cho,"Wei Zhao, Vivian Li, Nicky Wu","How does fate work in love? This is main theme examined in this movie. When we begin, there are two storylines taking place, until the ""fated"" couples are paired...but are they really the right couples? Or has fate got another twist ",Mandarin,"Hong Kong, China",NaN,https://m.media-amazon.com/images/M/MV5BZjRkYjk2MjctYWE2MS00ZTQ5LWE1ODctN2I1OTE2NzJiYzIxXkEyXkFqcGdeQXVyNDg5Mzk5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",NaN,6.2,121,tt0910579,movie,NaN,NaN,NaN,NaN
3812,True,,Shokaran,1999,NaN,12 Jun 2000,84 min,Drama,Behruz Afkhami,"Behruz Afkhami, Minoo Farshchi","Fariborz Arabnia, Hediyeh Tehrani, Mohammad Saleh Ala","A middle-class family man (Mahmoud) starts a relationship with a female nurse (Sima). When Sima gets Pregnant, things go complicated.",Persian,Iran,NaN,https://m.media-amazon.com/images/M/MV5BZGQxOTNmMmUtMjE5NC00MjBlLTkyODktNDMzM2Y4YTE4NTFiXkEyXkFqcGdeQXVyMTAyNTQ0MTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",NaN,6.7,748,tt0923719,movie,26 Dec 2007,NaN,NaN,NaN
3813,True,,Blues pour une diva,1999,NaN,NaN,54 min,Documentary,Moussa Sene Absa,NaN,Aminata Fall,NaN,French,"France, Senegal",NaN,NaN,[],NaN,NaN,NaN,tt0927587,movie,NaN,NaN,NaN,NaN
3814,True,,Main Tere Pyaar Mein Pagal,1999,NaN,NaN,146 min,Comedy,K. Raghavendra Rao,NaN,"Tanikella Bharani, Brahmanandam, J.D. Chakravarthi, Bob Mohan","Chetan is a photographer who lives with his friend, Pyarelal, in Versova, Bombay. While on an assignment, he photographs beautiful Sonali near the Bombay Airport. When they return home, ...",Hindi,India,NaN,https://m.media-amazon.com/images/M/MV5BZDg0NmVhMWEtZDRjMS00ODQxLTgxNGEtZTE1ZWU5YThlMTE2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",NaN,5.3,6,tt0934508,movie,NaN,NaN,NaN,NaN
3815,True,,Dulhan Banoo Main Teri,1999,NaN,NaN,NaN,"Action, Drama, Romance",Babbar Subhash,NaN,"Arun Bakshi, Beena Banerjee, Sheeba Bhakri","Radha lives a poor lifestyle in Brindavan, India. When London-based Deepak Rai comes for a visit, they meet, fall in love and get married. Deepak returns home and informs his parents, who are displeased as they have arranged his marr",Hindi,India,NaN,https://m.media-amazon.com/images/M/MV5BMDg5MGZiZGYtNWU3NC00OTM4LTljYjYtZjAwMDRhYThmN2QyXkEyXkFqcGdeQXVyNjgyNDc4Mjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",NaN,6.5,35,tt0940881,movie,NaN,NaN,NaN,NaN
